2018-12-29 11:16:45:719 CN: new_year_set, uid:1006s372p3849323, accumulative success, id:2
2018-12-29 12:37:19:974 CN: new_year_set, uid:1024s366p4243973, accumulative success, id:2
2018-12-29 12:37:22:730 CN: new_year_set, uid:1024s366p4243973, accumulative success, id:5
2018-12-29 14:06:06:768 CN: new_year_set, uid:1012s369p3715655, accumulative success, id:2
2018-12-29 14:06:15:894 CN: new_year_set, uid:1012s369p3715655, accumulative success, id:5
2018-12-29 16:11:20:328 CN: new_year_set, uid:1017s366p3818908, accumulative success, id:2
2018-12-29 16:11:25:946 CN: new_year_set, uid:1017s366p3818908, accumulative success, id:5
2018-12-29 18:43:11:656 CN: new_year_set, uid:1017s367p3815163, accumulative success, id:2
2018-12-29 18:48:07:197 CN: new_year_set, uid:1012s370p3862691, accumulative success, id:2
2018-12-29 18:49:11:870 CN: new_year_set, uid:1006s369p2065509, accumulative success, id:2
2018-12-29 18:50:55:420 CN: new_year_set, uid:1012s372p3848296, accumulative success, id:2
2018-12-29 18:53:04:671 CN: new_year_set, uid:1017s367p3815163, accumulative success, id:5
2018-12-29 19:35:08:517 CN: new_year_set, uid:1028s370p5004283, accumulative success, id:2
2018-12-29 23:46:19:827 CN: new_year_set, uid:1006s369p2065509, accumulative success, id:5
2018-12-30 00:10:04:818 CN: new_year_set, uid:1012s373p3855180, accumulative success, id:2
2018-12-30 00:18:56:979 CN: new_year_set, uid:1012s373p3855180, accumulative success, id:5
2018-12-30 06:56:44:364 CN: new_year_set, uid:1001s367p3819226, accumulative success, id:2
2018-12-30 06:56:48:791 CN: new_year_set, uid:1001s367p3819226, accumulative success, id:5
2018-12-30 07:23:04:466 CN: new_year_set, uid:1017s367p3815163, accumulative success, id:9
2018-12-30 09:01:09:319 CN: new_year_set, uid:1017s366p3818908, accumulative success, id:9
2018-12-30 09:26:26:114 CN: new_year_set, uid:1012s369p3715655, accumulative success, id:9
2018-12-30 10:42:31:173 CN: new_year_set, uid:1017s367p3816145, accumulative success, id:2
2018-12-30 10:42:35:928 CN: new_year_set, uid:1017s367p3816145, accumulative success, id:5
2018-12-30 10:42:38:967 CN: new_year_set, uid:1017s367p3816145, accumulative success, id:9
2018-12-30 10:45:55:417 CN: new_year_set, uid:1017s369p3831583, accumulative success, id:2
2018-12-30 10:45:56:594 CN: new_year_set, uid:1017s369p3831583, accumulative success, id:5
2018-12-30 10:45:57:776 CN: new_year_set, uid:1017s369p3831583, accumulative success, id:9
2018-12-30 10:59:07:408 CN: new_year_set, uid:1024s366p4243973, accumulative success, id:9
2018-12-30 11:23:23:287 CN: new_year_set, uid:1012s369p3715655, accumulative success, id:14
2018-12-30 12:33:22:603 CN: new_year_set, uid:1006s372p3849323, accumulative success, id:5
2018-12-30 12:34:48:510 CN: new_year_set, uid:1017s369p3793309, accumulative success, id:2
2018-12-30 12:34:50:844 CN: new_year_set, uid:1017s369p3793309, accumulative success, id:5
2018-12-30 12:55:22:102 CN: new_year_set, uid:1012s373p3855180, accumulative success, id:9
2018-12-30 13:00:10:418 CN: new_year_set, uid:1006s372p3849323, accumulative success, id:9
2018-12-30 13:30:38:007 CN: new_year_set, uid:1006s369p2065509, accumulative success, id:9
2018-12-30 13:31:34:383 CN: new_year_set, uid:1012s370p3862691, accumulative success, id:5
2018-12-30 14:40:36:894 CN: new_year_set, uid:1012s370p3862691, accumulative success, id:9
2018-12-30 15:47:46:239 CN: new_year_set, uid:1028s370p5004283, accumulative success, id:5
2018-12-30 19:02:16:884 CN: new_year_set, uid:1028s370p5004283, accumulative success, id:9
2018-12-30 19:03:08:040 CN: new_year_set, uid:1012s372p3848296, accumulative success, id:5
2018-12-30 19:03:10:404 CN: new_year_set, uid:1012s372p3848296, accumulative success, id:9
2018-12-30 20:04:43:267 CN: new_year_set, uid:1017s366p3818908, accumulative success, id:14
2018-12-30 20:38:51:425 CN: new_year_set, uid:1017s367p3815163, accumulative success, id:14
2018-12-30 23:32:11:711 CN: new_year_set, uid:1002s373p3856999, accumulative success, id:2
2018-12-30 23:32:13:494 CN: new_year_set, uid:1002s373p3856999, accumulative success, id:5
2018-12-31 06:46:20:994 CN: new_year_set, uid:1001s367p3819226, accumulative success, id:9
2018-12-31 07:02:49:031 CN: new_year_set, uid:1017s367p3815163, accumulative success, id:20
2018-12-31 08:25:49:332 CN: new_year_set, uid:1017s365p3793309, accumulative success, id:2
2018-12-31 08:25:53:433 CN: new_year_set, uid:1017s365p3793309, accumulative success, id:5
2018-12-31 08:25:55:821 CN: new_year_set, uid:1017s365p3793309, accumulative success, id:9
2018-12-31 08:25:59:482 CN: new_year_set, uid:1017s365p3793309, accumulative success, id:14
2018-12-31 09:28:09:186 CN: new_year_set, uid:1017s366p3818908, accumulative success, id:20
2018-12-31 10:27:19:874 CN: new_year_set, uid:1006s372p3849323, accumulative success, id:14
2018-12-31 10:37:16:071 CN: new_year_set, uid:1012s369p3715655, accumulative success, id:20
2018-12-31 11:50:39:588 CN: new_year_set, uid:1002s373p3856999, accumulative success, id:9
2018-12-31 12:03:29:302 CN: new_year_set, uid:1002s373p4423657, accumulative success, id:2
2018-12-31 12:03:30:642 CN: new_year_set, uid:1002s373p4423657, accumulative success, id:5
2018-12-31 12:09:13:881 CN: new_year_set, uid:1002s373p3856999, accumulative success, id:14
2018-12-31 12:14:07:880 CN: new_year_set, uid:1001s367p3946614, accumulative success, id:2
2018-12-31 12:31:55:425 CN: new_year_set, uid:1001s367p3946614, accumulative success, id:5
2018-12-31 12:36:08:294 CN: new_year_set, uid:1001s373p1146655, accumulative success, id:2
2018-12-31 12:37:34:549 CN: new_year_set, uid:1017s369p3831583, accumulative success, id:14
2018-12-31 13:08:41:507 CN: new_year_set, uid:1002s373p4423657, accumulative success, id:9
2018-12-31 13:13:33:925 CN: new_year_set, uid:1002s373p4423657, accumulative success, id:14
2018-12-31 13:15:32:909 CN: new_year_set, uid:1028s370p5004283, accumulative success, id:14
2018-12-31 13:18:37:856 CN: new_year_set, uid:1012s373p3855180, accumulative success, id:14
2018-12-31 13:33:22:494 CN: new_year_set, uid:1006s367p3818108, accumulative success, id:2
2018-12-31 13:33:36:734 CN: new_year_set, uid:1006s367p3818108, accumulative success, id:5
2018-12-31 13:43:09:528 CN: new_year_set, uid:1001s373p1146655, accumulative success, id:5
2018-12-31 13:43:11:547 CN: new_year_set, uid:1001s373p1146655, accumulative success, id:9
2018-12-31 13:43:14:034 CN: new_year_set, uid:1001s373p1146655, accumulative success, id:14
2018-12-31 14:00:19:645 CN: new_year_set, uid:1024s366p4243973, accumulative success, id:14
2018-12-31 14:01:43:877 CN: new_year_set, uid:1012s370p3862691, accumulative success, id:14
2018-12-31 18:09:05:907 CN: new_year_set, uid:1012s372p3848296, accumulative success, id:14
2018-12-31 18:21:20:838 CN: new_year_set, uid:1012s367p3815644, accumulative success, id:5
2018-12-31 18:21:22:284 CN: new_year_set, uid:1012s367p3815644, accumulative success, id:2
2018-12-31 19:10:40:692 CN: new_year_set, uid:1012s367p3815644, accumulative success, id:9
2018-12-31 19:12:24:995 CN: new_year_set, uid:1001s367p3819226, accumulative success, id:14
2018-12-31 19:50:56:082 CN: new_year_set, uid:1017s367p3816145, accumulative success, id:14
2018-12-31 21:53:00:582 CN: new_year_set, uid:1001s367p3946614, accumulative success, id:9
2019-01-01 01:54:55:177 CN: new_year_set, uid:1028s366p5774363, accumulative success, id:2
2019-01-01 01:54:59:237 CN: new_year_set, uid:1028s366p5774363, accumulative success, id:5
2019-01-01 01:55:05:449 CN: new_year_set, uid:1028s366p5774363, accumulative success, id:9
2019-01-01 02:32:50:030 CN: new_year_set, uid:1028s370p5773239, accumulative success, id:2
2019-01-01 02:32:51:361 CN: new_year_set, uid:1028s370p5773239, accumulative success, id:5
2019-01-01 04:18:45:586 CN: new_year_set, uid:1012s372p3848296, accumulative success, id:20
2019-01-01 07:01:51:445 CN: new_year_set, uid:1001s367p3819226, accumulative success, id:20
2019-01-01 07:25:37:409 CN: new_year_set, uid:1012s367p3815644, accumulative success, id:14
2019-01-01 07:40:07:373 CN: new_year_set, uid:1017s367p3816145, accumulative success, id:20
2019-01-01 07:42:46:866 CN: new_year_set, uid:1001s373p1146655, accumulative success, id:20
2019-01-01 08:55:07:925 CN: new_year_set, uid:1006s372p3849323, accumulative success, id:20
2019-01-01 08:59:05:290 CN: new_year_set, uid:1017s369p3831583, accumulative success, id:20
2019-01-01 10:44:33:955 CN: new_year_set, uid:1028s370p5004283, accumulative success, id:20
2019-01-01 12:12:23:262 CN: new_year_set, uid:1024s366p4243973, accumulative success, id:20
2019-01-01 12:16:41:023 CN: new_year_set, uid:1017s372p3847379, accumulative success, id:2
2019-01-01 12:16:49:488 CN: new_year_set, uid:1017s372p3847379, accumulative success, id:5
2019-01-01 12:19:07:389 CN: new_year_set, uid:1017s372p3847379, accumulative success, id:14
2019-01-01 12:19:08:525 CN: new_year_set, uid:1017s372p3847379, accumulative success, id:9
2019-01-01 12:34:28:872 CN: new_year_set, uid:1017s365p3793309, accumulative success, id:20
2019-01-01 12:37:42:094 CN: new_year_set, uid:1017s369p3793309, accumulative success, id:20
2019-01-01 12:37:44:122 CN: new_year_set, uid:1017s369p3793309, accumulative success, id:14
2019-01-01 12:37:45:332 CN: new_year_set, uid:1017s369p3793309, accumulative success, id:9
2019-01-01 13:26:28:429 CN: new_year_set, uid:1017s372p3847379, accumulative success, id:20
2019-01-01 13:28:50:081 CN: new_year_set, uid:1012s370p3862691, accumulative success, id:20
2019-01-01 14:07:11:282 CN: new_year_set, uid:1012s373p3855180, accumulative success, id:20
2019-01-01 14:36:37:531 CN: new_year_set, uid:1002s373p3856999, accumulative success, id:20
2019-01-01 15:21:17:383 CN: new_year_set, uid:1002s373p4423657, accumulative success, id:20
2019-01-01 17:12:41:691 CN: new_year_set, uid:1002s373p5182795, accumulative success, id:2
2019-01-01 17:12:42:317 CN: new_year_set, uid:1002s373p5182795, accumulative success, id:5
2019-01-01 17:12:43:425 CN: new_year_set, uid:1002s373p5182795, accumulative success, id:9
2019-01-01 17:21:45:340 CN: new_year_set, uid:1006s369p2065509, accumulative success, id:14
2019-01-01 17:23:04:698 CN: new_year_set, uid:1002s373p5182714, accumulative success, id:2
2019-01-01 17:23:05:586 CN: new_year_set, uid:1002s373p5182714, accumulative success, id:5
2019-01-01 17:27:09:940 CN: new_year_set, uid:1028s366p5774363, accumulative success, id:14
2019-01-01 17:41:23:510 CN: new_year_set, uid:1002s373p5182714, accumulative success, id:9
2019-01-01 18:04:40:430 CN: new_year_set, uid:1028s370p5773239, accumulative success, id:9
2019-01-01 18:06:22:049 CN: new_year_set, uid:1002s373p5182784, accumulative success, id:9
2019-01-01 18:06:23:485 CN: new_year_set, uid:1002s373p5182784, accumulative success, id:2
2019-01-01 18:06:24:432 CN: new_year_set, uid:1002s373p5182784, accumulative success, id:5
2019-01-01 18:45:02:892 CN: new_year_set, uid:1002s373p5182716, accumulative success, id:2
2019-01-01 18:45:04:041 CN: new_year_set, uid:1002s373p5182716, accumulative success, id:5
2019-01-01 18:45:05:191 CN: new_year_set, uid:1002s373p5182716, accumulative success, id:9
2019-01-01 20:18:00:607 CN: new_year_set, uid:1028s370p5773239, accumulative success, id:14
2019-01-01 20:18:05:064 CN: new_year_set, uid:1028s370p5773239, accumulative success, id:20
2019-01-01 20:32:37:201 CN: new_year_set, uid:1028s366p5774363, accumulative success, id:20
2019-01-01 22:14:29:444 CN: new_year_set, uid:1012s372p2682269, accumulative success, id:5
2019-01-01 22:14:32:477 CN: new_year_set, uid:1012s372p2682269, accumulative success, id:2
2019-01-01 22:35:45:203 CN: new_year_set, uid:1001s367p3946614, accumulative success, id:14
2018-12-29 11:36:29:526 CN: new_year_set, uid:1012s375p3872914, accumulative success, id:2
2018-12-29 11:36:32:165 CN: new_year_set, uid:1012s375p3872914, accumulative success, id:5
2018-12-29 12:09:57:598 CN: new_year_set, uid:1012s374p3879426, accumulative success, id:2
2018-12-29 12:09:59:028 CN: new_year_set, uid:1012s374p3879426, accumulative success, id:5
2018-12-29 12:35:10:567 CN: new_year_set, uid:1017s375p3946935, accumulative success, id:2
2018-12-29 12:35:21:553 CN: new_year_set, uid:1012s380p3906404, accumulative success, id:2
2018-12-29 13:48:25:568 CN: new_year_set, uid:1017s374p3820358, accumulative success, id:2
2018-12-29 13:48:29:567 CN: new_year_set, uid:1017s374p3820358, accumulative success, id:5
