2018-12-29 11:15:48:520 CN: new_year_set, uid:1012s527p4056457, accumulative success, id:2
2018-12-29 11:16:07:970 CN: new_year_set, uid:1012s527p4056457, accumulative success, id:5
2018-12-29 11:40:13:457 CN: new_year_set, uid:1004s527p5128982, accumulative success, id:2
2018-12-29 11:40:20:485 CN: new_year_set, uid:1004s527p5128982, accumulative success, id:5
2018-12-29 22:07:09:623 CN: new_year_set, uid:1012s528p5149605, accumulative success, id:2
2018-12-29 22:13:15:441 CN: new_year_set, uid:1012s528p5149605, accumulative success, id:5
2018-12-30 09:16:22:706 CN: new_year_set, uid:1004s529p5154993, accumulative success, id:2
2018-12-30 09:16:23:963 CN: new_year_set, uid:1004s529p5154993, accumulative success, id:5
2018-12-30 12:39:40:495 CN: new_year_set, uid:1004s527p5128982, accumulative success, id:9
2018-12-30 15:51:53:365 CN: new_year_set, uid:1017s528p5151628, accumulative success, id:2
2018-12-30 15:51:55:280 CN: new_year_set, uid:1017s528p5151628, accumulative success, id:5
2018-12-30 17:43:30:723 CN: new_year_set, uid:1012s528p5149605, accumulative success, id:9
2018-12-30 19:20:09:108 CN: new_year_set, uid:1028s529p5775896, accumulative success, id:2
2018-12-30 19:36:01:921 CN: new_year_set, uid:1017s529p5162432, accumulative success, id:2
2018-12-30 19:36:03:471 CN: new_year_set, uid:1017s529p5162432, accumulative success, id:5
2018-12-30 19:58:36:395 CN: new_year_set, uid:1028s529p5775896, accumulative success, id:5
2018-12-30 19:59:32:669 CN: new_year_set, uid:1017s528p5151628, accumulative success, id:9
2018-12-30 20:01:08:481 CN: new_year_set, uid:1004s527p5133104, accumulative success, id:5
2018-12-30 20:01:11:699 CN: new_year_set, uid:1004s527p5133104, accumulative success, id:2
2018-12-30 21:17:54:426 CN: new_year_set, uid:1012s528p5147753, accumulative success, id:2
2018-12-30 21:17:58:341 CN: new_year_set, uid:1012s528p5147753, accumulative success, id:5
2018-12-30 22:32:34:197 CN: new_year_set, uid:1024s529p5122267, accumulative success, id:2
2018-12-30 22:32:43:256 CN: new_year_set, uid:1024s529p5122267, accumulative success, id:5
2018-12-30 23:11:12:566 CN: new_year_set, uid:1004s529p5158940, accumulative success, id:2
2018-12-30 23:15:29:447 CN: new_year_set, uid:1004s529p5158940, accumulative success, id:5
2018-12-31 01:26:19:524 CN: new_year_set, uid:1017s529p5162432, accumulative success, id:9
2018-12-31 09:12:28:697 CN: new_year_set, uid:1004s529p5154993, accumulative success, id:9
2018-12-31 11:21:17:665 CN: new_year_set, uid:1004s527p5128982, accumulative success, id:14
2018-12-31 12:56:33:934 CN: new_year_set, uid:1024s529p5122267, accumulative success, id:9
2018-12-31 13:18:06:889 CN: new_year_set, uid:1004s527p5133104, accumulative success, id:9
2018-12-31 16:49:09:344 CN: new_year_set, uid:1028s529p5775896, accumulative success, id:9
2018-12-31 16:51:47:313 CN: new_year_set, uid:1017s529p5162432, accumulative success, id:14
2018-12-31 16:54:28:517 CN: new_year_set, uid:1017s528p5151628, accumulative success, id:14
2018-12-31 19:30:02:758 CN: new_year_set, uid:1012s527p4056457, accumulative success, id:9
2018-12-31 19:31:21:812 CN: new_year_set, uid:1012s527p4056457, accumulative success, id:14
2018-12-31 22:08:33:841 CN: new_year_set, uid:1004s527p5133104, accumulative success, id:14
2018-12-31 22:56:53:336 CN: new_year_set, uid:1012s528p5147753, accumulative success, id:9
2019-01-01 10:16:24:569 CN: new_year_set, uid:1017s529p5162432, accumulative success, id:20
2019-01-01 10:53:26:228 CN: new_year_set, uid:1004s527p5128982, accumulative success, id:20
2019-01-01 11:31:33:485 CN: new_year_set, uid:1004s529p5154993, accumulative success, id:14
2019-01-01 11:55:14:695 CN: new_year_set, uid:1012s528p5149605, accumulative success, id:14
2019-01-01 12:54:18:357 CN: new_year_set, uid:1004s527p5134188, accumulative success, id:2
2019-01-01 13:48:30:718 CN: new_year_set, uid:1024s529p5122267, accumulative success, id:14
2019-01-01 13:48:32:179 CN: new_year_set, uid:1024s529p5122267, accumulative success, id:20
2019-01-01 14:24:56:149 CN: new_year_set, uid:1028s528p5152516, accumulative success, id:2
2019-01-01 14:25:02:906 CN: new_year_set, uid:1028s528p5152516, accumulative success, id:5
2019-01-01 14:41:34:024 CN: new_year_set, uid:1028s528p5152516, accumulative success, id:9
2019-01-01 15:21:27:623 CN: new_year_set, uid:1017s528p5151628, accumulative success, id:20
2019-01-01 15:21:51:075 CN: new_year_set, uid:1028s529p5775896, accumulative success, id:20
2019-01-01 18:30:37:555 CN: new_year_set, uid:1012s527p4056457, accumulative success, id:20
2019-01-01 20:04:03:960 CN: new_year_set, uid:1012s528p5149605, accumulative success, id:20
2019-01-01 22:40:33:677 CN: new_year_set, uid:1004s527p5133104, accumulative success, id:20
2018-12-29 12:22:19:130 CN: new_year_set, uid:1006s532p5185458, accumulative success, id:2
2018-12-29 12:22:20:739 CN: new_year_set, uid:1006s532p5185458, accumulative success, id:5
2018-12-29 12:50:37:843 CN: new_year_set, uid:1012s532p5182968, accumulative success, id:2
2018-12-29 12:50:43:236 CN: new_year_set, uid:1012s532p5182968, accumulative success, id:5
2018-12-29 12:55:59:154 CN: new_year_set, uid:1024s532p5180507, accumulative success, id:2
2018-12-29 12:56:01:154 CN: new_year_set, uid:1024s532p5180507, accumulative success, id:5
2018-12-29 13:35:29:936 CN: new_year_set, uid:1004s532p5176232, accumulative success, id:2
2018-12-29 13:36:17:959 CN: new_year_set, uid:1004s532p5176232, accumulative success, id:5
2018-12-29 14:29:09:341 CN: new_year_set, uid:1012s532p5181249, accumulative success, id:2
2018-12-29 14:29:11:225 CN: new_year_set, uid:1012s532p5181249, accumulative success, id:5
2018-12-29 14:31:53:980 CN: new_year_set, uid:1012s531p5171164, accumulative success, id:2
2018-12-29 14:32:06:021 CN: new_year_set, uid:1012s531p5171164, accumulative success, id:5
2018-12-29 14:42:13:087 CN: new_year_set, uid:1012s530p5178930, accumulative success, id:2
2018-12-29 14:46:33:555 CN: new_year_set, uid:1012s530p5178930, accumulative success, id:5
2018-12-29 15:15:40:764 CN: new_year_set, uid:1012s530p5180802, accumulative success, id:2
2018-12-29 15:15:41:606 CN: new_year_set, uid:1012s530p5180802, accumulative success, id:5
2018-12-29 16:21:22:667 CN: new_year_set, uid:1012s532p5181617, accumulative success, id:2
2018-12-29 16:21:34:592 CN: new_year_set, uid:1012s532p5181617, accumulative success, id:5
2018-12-29 16:21:41:916 CN: new_year_set, uid:1024s530p5176748, accumulative success, id:2
2018-12-29 16:21:42:683 CN: new_year_set, uid:1024s530p5176748, accumulative success, id:5
2018-12-29 16:24:26:415 CN: new_year_set, uid:1024s530p5837200, accumulative success, id:2
2018-12-29 16:24:27:454 CN: new_year_set, uid:1024s530p5837200, accumulative success, id:5
