2018-12-29 12:22:09:546 CN: new_year_set, uid:1011s154p1755331, accumulative success, id:5
2018-12-29 12:22:11:846 CN: new_year_set, uid:1011s154p1755331, accumulative success, id:2
2018-12-29 12:26:20:271 CN: new_year_set, uid:1009s154p1758607, accumulative success, id:2
2018-12-29 12:38:33:199 CN: new_year_set, uid:1011s150p1712956, accumulative success, id:2
2018-12-29 12:38:36:450 CN: new_year_set, uid:1011s150p1712956, accumulative success, id:5
2018-12-29 13:12:03:203 CN: new_year_set, uid:1011s155p2092267, accumulative success, id:2
2018-12-29 13:12:05:899 CN: new_year_set, uid:1011s155p2092267, accumulative success, id:5
2018-12-29 13:46:53:475 CN: new_year_set, uid:1002s153p2529927, accumulative success, id:2
2018-12-29 13:46:55:456 CN: new_year_set, uid:1002s153p2529927, accumulative success, id:5
2018-12-29 13:52:11:103 CN: new_year_set, uid:1012s156p1772513, accumulative success, id:2
2018-12-29 13:52:15:264 CN: new_year_set, uid:1012s156p1772513, accumulative success, id:5
2018-12-29 14:46:56:934 CN: new_year_set, uid:1012s151p1723542, accumulative success, id:2
2018-12-29 14:47:08:660 CN: new_year_set, uid:1012s151p1723542, accumulative success, id:5
2018-12-29 14:57:17:257 CN: new_year_set, uid:1012s153p1746036, accumulative success, id:2
2018-12-29 14:57:35:278 CN: new_year_set, uid:1012s153p1746036, accumulative success, id:5
2018-12-29 15:41:01:360 CN: new_year_set, uid:1004s154p1536602, accumulative success, id:2
2018-12-29 15:48:06:189 CN: new_year_set, uid:1012s154p2227949, accumulative success, id:2
2018-12-29 15:48:08:173 CN: new_year_set, uid:1012s154p2227949, accumulative success, id:5
2018-12-29 15:50:14:388 CN: new_year_set, uid:1012s155p1865752, accumulative success, id:2
2018-12-29 15:50:31:434 CN: new_year_set, uid:1012s155p1865752, accumulative success, id:5
2018-12-29 16:02:56:396 CN: new_year_set, uid:1001s150p1720117, accumulative success, id:2
2018-12-29 16:02:59:114 CN: new_year_set, uid:1001s150p1720117, accumulative success, id:5
2018-12-29 16:42:29:297 CN: new_year_set, uid:1011s155p1766999, accumulative success, id:2
2018-12-29 16:42:32:272 CN: new_year_set, uid:1011s155p1766999, accumulative success, id:5
2018-12-29 16:59:20:045 CN: new_year_set, uid:1016s154p2648728, accumulative success, id:2
2018-12-29 16:59:22:326 CN: new_year_set, uid:1016s154p2648728, accumulative success, id:5
2018-12-29 17:23:38:887 CN: new_year_set, uid:1012s155p1765018, accumulative success, id:2
2018-12-29 17:23:42:973 CN: new_year_set, uid:1012s155p1765018, accumulative success, id:5
2018-12-29 18:34:17:486 CN: new_year_set, uid:1011s152p1737699, accumulative success, id:2
2018-12-29 18:34:32:245 CN: new_year_set, uid:1011s152p1737699, accumulative success, id:5
2018-12-29 19:18:29:427 CN: new_year_set, uid:1012s152p1746573, accumulative success, id:2
2018-12-29 19:31:09:715 CN: new_year_set, uid:1011s153p1746321, accumulative success, id:2
2018-12-29 19:31:10:950 CN: new_year_set, uid:1011s153p1746321, accumulative success, id:5
2018-12-29 20:12:08:055 CN: new_year_set, uid:1012s152p1746573, accumulative success, id:5
2018-12-29 20:23:05:229 CN: new_year_set, uid:1012s154p1756179, accumulative success, id:2
2018-12-29 20:23:13:360 CN: new_year_set, uid:1012s154p1756179, accumulative success, id:5
2018-12-29 22:23:17:475 CN: new_year_set, uid:1002s154p1763732, accumulative success, id:2
2018-12-29 22:23:24:326 CN: new_year_set, uid:1002s154p1763732, accumulative success, id:5
2018-12-29 22:54:06:173 CN: new_year_set, uid:1017s155p3502922, accumulative success, id:2
2018-12-29 22:54:14:294 CN: new_year_set, uid:1017s155p3502922, accumulative success, id:5
2018-12-29 23:30:05:822 CN: new_year_set, uid:1011s156p1671263, accumulative success, id:2
2018-12-29 23:30:06:744 CN: new_year_set, uid:1011s156p1671263, accumulative success, id:5
