2018-12-29 14:04:11:953 CN: new_year_set, uid:1001s314p3420096, accumulative success, id:2
2018-12-29 15:01:34:506 CN: new_year_set, uid:1008s312p228393, accumulative success, id:5
2018-12-29 15:01:36:123 CN: new_year_set, uid:1008s312p228393, accumulative success, id:2
2018-12-29 15:08:50:643 CN: new_year_set, uid:1012s313p3371116, accumulative success, id:2
2018-12-29 15:08:51:631 CN: new_year_set, uid:1012s313p3371116, accumulative success, id:5
2018-12-29 18:57:56:727 CN: new_year_set, uid:1012s315p3587406, accumulative success, id:2
2018-12-29 19:32:11:560 CN: new_year_set, uid:1001s311p2644902, accumulative success, id:2
2018-12-29 22:13:22:844 CN: new_year_set, uid:1004s317p3444353, accumulative success, id:5
2018-12-29 22:13:28:742 CN: new_year_set, uid:1004s317p3444353, accumulative success, id:2
2018-12-29 22:15:41:713 CN: new_year_set, uid:1008s316p3440564, accumulative success, id:2
2018-12-29 22:15:45:155 CN: new_year_set, uid:1008s316p3440564, accumulative success, id:5
2018-12-29 22:57:21:442 CN: new_year_set, uid:1012s311p3410141, accumulative success, id:2
2018-12-29 23:35:48:624 CN: new_year_set, uid:1012s315p3587406, accumulative success, id:5
2018-12-30 05:45:21:721 CN: new_year_set, uid:1001s314p3420096, accumulative success, id:5
2018-12-30 06:20:01:527 CN: new_year_set, uid:1001s311p2576806, accumulative success, id:2
2018-12-30 06:21:32:257 CN: new_year_set, uid:1016s314p3424660, accumulative success, id:2
2018-12-30 06:21:46:299 CN: new_year_set, uid:1016s314p3424660, accumulative success, id:5
2018-12-30 06:59:58:020 CN: new_year_set, uid:1012s312p3407257, accumulative success, id:2
2018-12-30 06:59:59:948 CN: new_year_set, uid:1012s312p3407257, accumulative success, id:5
2018-12-30 08:42:39:565 CN: new_year_set, uid:1012s313p3410426, accumulative success, id:2
2018-12-30 08:42:41:510 CN: new_year_set, uid:1012s313p3410426, accumulative success, id:5
2018-12-30 09:40:07:672 CN: new_year_set, uid:1012s319p3464885, accumulative success, id:2
2018-12-30 09:40:19:827 CN: new_year_set, uid:1012s319p3464885, accumulative success, id:5
2018-12-30 10:25:31:971 CN: new_year_set, uid:1012s319p3464885, accumulative success, id:9
2018-12-30 10:27:03:014 CN: new_year_set, uid:1004s317p3444353, accumulative success, id:9
2018-12-30 13:28:07:848 CN: new_year_set, uid:1012s316p2358841, accumulative success, id:2
2018-12-30 13:28:12:790 CN: new_year_set, uid:1012s316p2358841, accumulative success, id:5
2018-12-30 13:28:16:669 CN: new_year_set, uid:1012s316p2358841, accumulative success, id:9
2018-12-30 13:28:51:821 CN: new_year_set, uid:1012s313p3371116, accumulative success, id:9
2018-12-30 14:11:37:144 CN: new_year_set, uid:1001s314p3420096, accumulative success, id:9
2018-12-30 14:21:29:693 CN: new_year_set, uid:1002s314p3419178, accumulative success, id:2
2018-12-30 14:21:34:161 CN: new_year_set, uid:1002s314p3419178, accumulative success, id:5
2018-12-30 14:25:37:134 CN: new_year_set, uid:1016s314p3423858, accumulative success, id:2
2018-12-30 14:25:38:612 CN: new_year_set, uid:1016s314p3423858, accumulative success, id:5
2018-12-30 14:39:54:639 CN: new_year_set, uid:1008s316p3440564, accumulative success, id:9
2018-12-30 17:53:28:682 CN: new_year_set, uid:1001s311p2576806, accumulative success, id:5
2018-12-30 17:55:04:187 CN: new_year_set, uid:1012s312p3456976, accumulative success, id:2
2018-12-30 17:55:07:480 CN: new_year_set, uid:1012s312p3456976, accumulative success, id:5
2018-12-30 18:20:13:300 CN: new_year_set, uid:1012s312p3456976, accumulative success, id:9
2018-12-30 19:35:19:058 CN: new_year_set, uid:1001s311p2644902, accumulative success, id:5
2018-12-30 19:35:22:778 CN: new_year_set, uid:1001s311p2644902, accumulative success, id:9
2018-12-30 19:42:15:511 CN: new_year_set, uid:1012s318p3770326, accumulative success, id:2
2018-12-30 19:42:19:324 CN: new_year_set, uid:1012s318p3770326, accumulative success, id:5
2018-12-30 19:44:12:725 CN: new_year_set, uid:1012s312p3401093, accumulative success, id:2
2018-12-30 19:44:18:801 CN: new_year_set, uid:1012s312p3401093, accumulative success, id:5
2018-12-30 19:44:24:718 CN: new_year_set, uid:1012s312p3401093, accumulative success, id:9
2018-12-30 19:58:47:467 CN: new_year_set, uid:1012s315p3510374, accumulative success, id:2
2018-12-30 19:58:56:589 CN: new_year_set, uid:1012s315p3510374, accumulative success, id:5
2018-12-30 20:27:09:125 CN: new_year_set, uid:1008s312p228393, accumulative success, id:9
2018-12-30 21:43:00:010 CN: new_year_set, uid:1012s311p3390414, accumulative success, id:2
2018-12-30 21:43:02:107 CN: new_year_set, uid:1012s311p3390414, accumulative success, id:5
2018-12-30 22:24:42:422 CN: new_year_set, uid:1012s315p3587406, accumulative success, id:9
2018-12-31 00:16:35:428 CN: new_year_set, uid:1012s311p3410141, accumulative success, id:5
2018-12-31 05:28:19:689 CN: new_year_set, uid:1012s312p3401093, accumulative success, id:14
2018-12-31 07:54:25:836 CN: new_year_set, uid:1016s314p3424660, accumulative success, id:9
2018-12-31 08:40:09:810 CN: new_year_set, uid:1001s311p2576806, accumulative success, id:9
2018-12-31 10:05:48:147 CN: new_year_set, uid:1001s312p3406900, accumulative success, id:2
