2018-12-29 13:31:29:814 CN: new_year_set, uid:1006s485p4643859, accumulative success, id:2
2018-12-29 18:28:57:964 CN: new_year_set, uid:1017s485p4685188, accumulative success, id:2
2018-12-29 18:28:59:855 CN: new_year_set, uid:1017s485p4685188, accumulative success, id:5
2018-12-29 20:27:30:256 CN: new_year_set, uid:1016s487p4657312, accumulative success, id:2
2018-12-29 20:27:31:449 CN: new_year_set, uid:1016s487p4657312, accumulative success, id:5
2018-12-29 21:44:49:835 CN: new_year_set, uid:1017s485p4643762, accumulative success, id:2
2018-12-30 04:35:42:121 CN: new_year_set, uid:1006s485p4643859, accumulative success, id:5
2018-12-30 10:41:52:550 CN: new_year_set, uid:1001s485p4637313, accumulative success, id:2
2018-12-30 10:41:54:323 CN: new_year_set, uid:1001s485p4637313, accumulative success, id:5
2018-12-30 14:26:16:890 CN: new_year_set, uid:1008s487p5575777, accumulative success, id:2
2018-12-30 14:26:26:005 CN: new_year_set, uid:1008s487p5575777, accumulative success, id:5
2018-12-30 19:32:26:166 CN: new_year_set, uid:1006s485p4643859, accumulative success, id:9
2018-12-30 20:40:14:078 CN: new_year_set, uid:1017s485p4643762, accumulative success, id:5
2018-12-30 20:40:16:701 CN: new_year_set, uid:1017s485p4643762, accumulative success, id:9
2018-12-31 02:20:53:772 CN: new_year_set, uid:1017s485p4685188, accumulative success, id:9
2018-12-31 06:51:51:003 CN: new_year_set, uid:1006s485p4643859, accumulative success, id:14
2018-12-31 13:16:02:290 CN: new_year_set, uid:1012s485p4636916, accumulative success, id:2
2018-12-31 13:31:32:919 CN: new_year_set, uid:1017s485p4643762, accumulative success, id:14
2018-12-31 13:52:22:626 CN: new_year_set, uid:1024s485p5972135, accumulative success, id:2
2018-12-31 13:52:24:153 CN: new_year_set, uid:1024s485p5972135, accumulative success, id:5
2018-12-31 14:06:04:072 CN: new_year_set, uid:1008s487p5575777, accumulative success, id:9
2018-12-31 16:42:43:857 CN: new_year_set, uid:1024s485p5701394, accumulative success, id:2
2018-12-31 16:42:45:073 CN: new_year_set, uid:1024s485p5701394, accumulative success, id:5
2018-12-31 19:51:24:990 CN: new_year_set, uid:1001s485p4637313, accumulative success, id:9
2019-01-01 05:06:11:737 CN: new_year_set, uid:1006s485p4643859, accumulative success, id:20
2019-01-01 09:45:11:259 CN: new_year_set, uid:1017s485p4685188, accumulative success, id:14
2019-01-01 09:46:04:569 CN: new_year_set, uid:1017s485p4643762, accumulative success, id:20
2019-01-01 10:03:56:460 CN: new_year_set, uid:1017s485p4685188, accumulative success, id:20
2019-01-01 18:09:47:143 CN: new_year_set, uid:1001s485p4637313, accumulative success, id:14
2019-01-01 18:33:53:123 CN: new_year_set, uid:1001s485p4637313, accumulative success, id:20
2019-01-01 19:43:05:547 CN: new_year_set, uid:1012s485p4641698, accumulative success, id:2
2018-12-29 10:57:33:276 CN: new_year_set, uid:1003s490p2214402, accumulative success, id:2
2018-12-29 10:57:36:503 CN: new_year_set, uid:1003s490p2214402, accumulative success, id:5
2018-12-29 14:33:42:520 CN: new_year_set, uid:1024s489p4674669, accumulative success, id:2
2018-12-29 15:04:40:592 CN: new_year_set, uid:1024s489p4674669, accumulative success, id:5
2018-12-29 15:39:51:711 CN: new_year_set, uid:1012s489p4262491, accumulative success, id:2
2018-12-29 15:39:53:556 CN: new_year_set, uid:1012s489p4262491, accumulative success, id:5
2018-12-30 00:44:56:972 CN: new_year_set, uid:1006s489p4676771, accumulative success, id:2
2018-12-30 00:45:01:141 CN: new_year_set, uid:1006s489p4676771, accumulative success, id:5
2018-12-30 01:25:41:848 CN: new_year_set, uid:1017s488p4669238, accumulative success, id:2
2018-12-30 01:25:44:332 CN: new_year_set, uid:1017s488p4669238, accumulative success, id:5
2018-12-30 08:23:07:687 CN: new_year_set, uid:1012s489p4434893, accumulative success, id:2
2018-12-30 08:23:09:885 CN: new_year_set, uid:1012s489p4434893, accumulative success, id:5
2018-12-30 08:39:20:096 CN: new_year_set, uid:1012s489p4262491, accumulative success, id:9
2018-12-30 09:02:38:834 CN: new_year_set, uid:1012s489p4434893, accumulative success, id:9
2018-12-30 10:14:00:679 CN: new_year_set, uid:1012s488p4502385, accumulative success, id:2
2018-12-30 10:14:01:818 CN: new_year_set, uid:1012s488p4502385, accumulative success, id:5
2018-12-30 16:16:06:055 CN: new_year_set, uid:1024s489p4674669, accumulative success, id:9
2018-12-30 17:44:46:413 CN: new_year_set, uid:1003s490p2214402, accumulative success, id:9
2018-12-30 18:32:40:083 CN: new_year_set, uid:1012s488p4502385, accumulative success, id:9
2018-12-30 19:35:06:967 CN: new_year_set, uid:1024s490p4744115, accumulative success, id:2
2018-12-30 19:35:08:127 CN: new_year_set, uid:1024s490p4744115, accumulative success, id:5
2018-12-30 19:35:10:219 CN: new_year_set, uid:1024s490p4744115, accumulative success, id:9
2018-12-30 20:09:12:024 CN: new_year_set, uid:1006s489p4676771, accumulative success, id:9
