2018-12-29 11:28:27:943 CN: new_year_set, uid:1011s256p2249353, accumulative success, id:2
2018-12-29 11:28:30:136 CN: new_year_set, uid:1011s256p2249353, accumulative success, id:5
2018-12-29 11:39:40:851 CN: new_year_set, uid:1012s253p2831863, accumulative success, id:2
2018-12-29 11:39:46:224 CN: new_year_set, uid:1012s253p2831863, accumulative success, id:5
2018-12-29 14:21:59:396 CN: new_year_set, uid:1008s254p3556054, accumulative success, id:2
2018-12-29 14:22:02:804 CN: new_year_set, uid:1008s254p3556054, accumulative success, id:5
2018-12-29 14:25:08:484 CN: new_year_set, uid:1001s250p2799319, accumulative success, id:2
2018-12-29 14:25:20:299 CN: new_year_set, uid:1001s250p2799319, accumulative success, id:5
2018-12-29 15:50:19:977 CN: new_year_set, uid:1012s249p2787089, accumulative success, id:2
2018-12-29 15:50:27:915 CN: new_year_set, uid:1012s249p2787089, accumulative success, id:5
2018-12-29 16:21:25:811 CN: new_year_set, uid:1003s254p2843030, accumulative success, id:2
2018-12-29 16:21:27:261 CN: new_year_set, uid:1003s254p2843030, accumulative success, id:5
2018-12-29 16:22:26:802 CN: new_year_set, uid:1012s255p2852529, accumulative success, id:2
2018-12-29 16:22:28:442 CN: new_year_set, uid:1012s255p2852529, accumulative success, id:5
2018-12-29 16:53:30:715 CN: new_year_set, uid:1016s251p2814461, accumulative success, id:2
2018-12-29 16:53:32:281 CN: new_year_set, uid:1016s251p2814461, accumulative success, id:5
2018-12-29 17:20:05:346 CN: new_year_set, uid:1012s251p2817872, accumulative success, id:2
2018-12-29 17:20:08:397 CN: new_year_set, uid:1012s251p2817872, accumulative success, id:5
2018-12-29 17:33:21:618 CN: new_year_set, uid:1002s252p1876607, accumulative success, id:2
2018-12-29 17:41:29:681 CN: new_year_set, uid:1002s252p1876607, accumulative success, id:5
2018-12-29 18:48:13:478 CN: new_year_set, uid:1016s253p2836938, accumulative success, id:2
2018-12-29 18:55:39:936 CN: new_year_set, uid:1016s253p2836938, accumulative success, id:5
2018-12-29 18:55:48:859 CN: new_year_set, uid:1016s256p2863311, accumulative success, id:2
2018-12-29 18:55:51:582 CN: new_year_set, uid:1016s256p2863311, accumulative success, id:5
2018-12-29 19:22:37:218 CN: new_year_set, uid:1012s255p2851650, accumulative success, id:2
2018-12-29 19:44:04:614 CN: new_year_set, uid:1001s254p2843242, accumulative success, id:2
2018-12-29 19:44:14:085 CN: new_year_set, uid:1001s254p2843242, accumulative success, id:5
2018-12-29 20:12:27:819 CN: new_year_set, uid:1001s256p2870829, accumulative success, id:2
2018-12-29 20:12:34:556 CN: new_year_set, uid:1001s256p2870829, accumulative success, id:5
